subject,block,number,response,error,rt,condition,correct,congruency,size,task,congsize,decade,unit,sizeunit,decadeDistance,unitDistance,distance
1,2,99,l       ,C       ,651,decade,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
1,2,76,l       ,C       ,631,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
1,2,38,l       ,C       ,722,decade,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
1,2,26,a       ,C       ,761,decade,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
1,2,44,a       ,C       ,650,decade,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
1,2,49,a       ,C       ,491,decade,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
1,2,92,l       ,C       ,531,decade,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
1,2,84,a       ,C       ,531,decade,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
1,2,77,l       ,C       ,601,decade,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
1,2,32,l       ,C       ,601,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
1,2,21,a       ,C       ,591,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
1,2,29,a       ,C       ,501,decade,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
1,2,79,l       ,C       ,560,decade,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
1,2,73,l       ,C       ,480,decade,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
1,2,69,l       ,E       ,461,decade,0,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
1,2,37,l       ,C       ,1102,decade,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
1,2,11,l       ,C       ,541,decade,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
1,2,78,l       ,C       ,641,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
1,1,11,a       ,C       ,1532,unit,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
1,1,47,a       ,C       ,711,unit,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
1,1,48,l       ,C       ,661,unit,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
1,1,32,l       ,C       ,651,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
1,1,36,l       ,C       ,451,unit,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
1,1,83,a       ,C       ,540,unit,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
1,1,68,l       ,C       ,591,unit,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
1,1,41,a       ,C       ,461,unit,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
1,1,17,a       ,C       ,2374,unit,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
1,1,42,l       ,C       ,381,unit,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
1,1,73,a       ,C       ,1773,unit,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
1,1,39,a       ,C       ,2814,unit,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
1,1,74,l       ,C       ,741,unit,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
1,1,12,l       ,C       ,541,unit,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
1,1,91,a       ,C       ,3766,unit,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
1,1,16,l       ,C       ,2113,unit,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
1,1,22,l       ,C       ,1292,unit,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
1,1,69,a       ,C       ,601,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
1,1,27,a       ,C       ,801,unit,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
1,1,89,a       ,C       ,1362,unit,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
1,1,33,a       ,C       ,1502,unit,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
1,1,31,a       ,C       ,651,unit,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
1,1,77,a       ,C       ,611,unit,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
1,1,67,a       ,C       ,400,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
1,1,82,l       ,C       ,500,unit,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
1,1,97,a       ,C       ,651,unit,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
1,1,24,l       ,C       ,621,unit,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
1,1,18,l       ,C       ,1132,unit,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
1,1,98,l       ,C       ,490,unit,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
1,1,84,l       ,C       ,741,unit,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
1,1,78,l       ,C       ,601,unit,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
1,1,38,l       ,C       ,500,unit,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
1,1,29,a       ,C       ,651,unit,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
1,1,93,a       ,C       ,581,unit,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
1,1,49,a       ,C       ,731,unit,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
1,1,61,a       ,C       ,491,unit,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
1,1,28,l       ,C       ,901,unit,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
1,1,94,l       ,C       ,671,unit,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
1,1,46,l       ,C       ,471,unit,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
1,1,19,a       ,C       ,691,unit,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
1,1,37,a       ,C       ,801,unit,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
1,1,64,l       ,C       ,882,unit,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
1,1,63,a       ,C       ,781,unit,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
1,1,14,l       ,C       ,630,unit,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
1,1,71,a       ,C       ,441,unit,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
1,1,44,l       ,C       ,781,unit,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
1,1,76,l       ,C       ,560,unit,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
1,1,26,l       ,C       ,450,unit,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
1,1,79,a       ,C       ,521,unit,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
1,1,92,l       ,C       ,601,unit,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
1,1,62,l       ,C       ,471,unit,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
1,1,99,a       ,C       ,530,unit,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
1,1,96,l       ,C       ,641,unit,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
1,1,23,a       ,C       ,521,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
1,1,86,l       ,C       ,531,unit,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
1,1,13,a       ,C       ,520,unit,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
1,1,66,l       ,C       ,480,unit,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
1,1,72,l       ,C       ,761,unit,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
1,1,34,l       ,C       ,501,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
1,1,21,a       ,C       ,660,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
1,1,81,a       ,C       ,350,unit,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
1,1,88,l       ,C       ,491,unit,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
1,1,87,a       ,C       ,951,unit,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
1,1,43,a       ,C       ,521,unit,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
1,2,11,a       ,C       ,501,unit,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
1,2,97,a       ,C       ,651,unit,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
1,2,82,l       ,C       ,410,unit,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
1,2,94,l       ,C       ,410,unit,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
1,2,91,a       ,C       ,410,unit,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
1,2,22,l       ,C       ,611,unit,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
1,2,48,l       ,C       ,521,unit,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
1,2,49,a       ,C       ,531,unit,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
1,2,37,a       ,C       ,952,unit,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
1,2,31,a       ,C       ,521,unit,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
1,2,44,l       ,C       ,471,unit,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
1,2,63,a       ,C       ,701,unit,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
1,2,73,a       ,C       ,461,unit,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
1,2,68,l       ,C       ,461,unit,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
